Time_us	Received_Shear
0.000000000000000000e+00	1.966543073902781574e-02
1.666666666666666644e-02	-2.888370503480478316e-02
3.333333333333333287e-02	2.968579449353067265e-02
4.999999999999999584e-02	7.841217197389080060e-03
6.666666666666666574e-02	-4.987161738771950237e-02
8.333333333333334259e-02	-4.416085794676318649e-02
9.999999999999999167e-02	-4.561492763570468290e-02
1.166666666666666685e-01	-8.771682143998467407e-02
1.333333333333333315e-01	-5.124682174049403210e-02
1.499999999999999944e-01	-8.133438244425866825e-02
1.666666666666666852e-01	-3.354385174602021041e-02
1.833333333333333204e-01	1.655557390634767451e-02
1.999999999999999833e-01	8.835997229317217594e-02
2.166666666666666741e-01	1.545443272384411648e-01
2.333333333333333370e-01	1.431808460058846266e-01
2.500000000000000000e-01	1.221092115962029434e-01
2.666666666666666630e-01	2.087160428538594459e-01
2.833333333333333814e-01	1.764801786407551587e-01
2.999999999999999889e-01	1.544222199178887922e-01
3.166666666666666519e-01	1.016395027826412223e-01
3.333333333333333703e-01	4.362201088315523223e-02
3.499999999999999778e-01	-6.936081247053005328e-02
3.666666666666666408e-01	-6.388583034367184554e-02
3.833333333333333592e-01	-1.457681905791152477e-01
3.999999999999999667e-01	-1.503895115778397240e-01
4.166666666666666852e-01	-1.912985126391122392e-01
4.333333333333333481e-01	-1.515299498673640111e-01
4.500000000000000111e-01	-1.226540346844685880e-01
4.666666666666666741e-01	-8.011360080694382435e-02
4.833333333333332815e-01	-7.410926143678794875e-02
5.000000000000000000e-01	2.209724781828814252e-02
5.166666666666666075e-01	1.043310177462554444e-01
5.333333333333333259e-01	1.402077426535750793e-01
5.500000000000000444e-01	6.489461031535191660e-02
5.666666666666667629e-01	1.247100087805162183e-01
5.833333333333333703e-01	5.939217277337114492e-02
5.999999999999999778e-01	9.648169644625631536e-02
6.166666666666666963e-01	7.080841352309423520e-02
6.333333333333333037e-01	2.632296165807965910e-02
6.500000000000000222e-01	-1.280631152591254693e-02
6.666666666666667407e-01	2.131419978303177032e-03
6.833333333333333481e-01	-5.461816440776590814e-02
6.999999999999999556e-01	-8.166927646728538992e-02
7.166666666666666741e-01	-4.383634599772706641e-02
7.333333333333332815e-01	-6.449743119920435530e-02
7.500000000000000000e-01	-6.320093329677112237e-02
7.666666666666667185e-01	-1.315484602729417862e-02
7.833333333333334370e-01	-1.886813014726501994e-02
7.999999999999999334e-01	-7.135966952468143082e-03
8.166666666666666519e-01	1.311383275055093625e-02
8.333333333333333703e-01	3.750903615137228531e-02
8.499999999999999778e-01	-3.660820197877620585e-02
8.666666666666666963e-01	6.167012251995224875e-02
8.833333333333334147e-01	1.798379317623112483e-02
9.000000000000000222e-01	3.479305809421720519e-02
9.166666666666666297e-01	1.397637408846885004e-02
9.333333333333333481e-01	2.907444771456183658e-02
9.499999999999999556e-01	2.203391937129951100e-02
9.666666666666665630e-01	-1.422082534509778312e-02
9.833333333333333925e-01	-2.489027853700900850e-02
1.000000000000000000e+00	5.845110116998160875e-03
1.016666666666666829e+00	4.733312701698430547e-02
1.033333333333333215e+00	4.927725182329505821e-02
1.050000000000000044e+00	1.636858717544260530e-02
1.066666666666666652e+00	1.991513174847263368e-02
1.083333333333333259e+00	-9.774408512294456911e-03
1.100000000000000089e+00	3.990901120625921922e-02
1.116666666666666696e+00	1.138821087935676726e-02
1.133333333333333526e+00	-1.251577344276661938e-02
1.149999999999999911e+00	-4.223498242052514673e-02
1.166666666666666741e+00	1.918224800436605856e-02
1.183333333333333348e+00	9.987335779126926133e-03
1.199999999999999956e+00	5.432466436531600829e-02
1.216666666666666785e+00	3.086060084842844053e-02
1.233333333333333393e+00	-2.182951387768812535e-02
1.250000000000000000e+00	2.563693827198239295e-02
1.266666666666666607e+00	5.784859712078695149e-02
1.283333333333333215e+00	-5.163759415302091732e-02
1.300000000000000044e+00	-4.985540628739525831e-02
1.316666666666666652e+00	-9.841294511850742777e-03
1.333333333333333481e+00	2.535788094001258791e-02
1.350000000000000089e+00	-2.625204135772297651e-02
1.366666666666666696e+00	-1.676399442525509237e-02
1.383333333333333304e+00	2.132455536188320594e-02
1.399999999999999911e+00	6.043544063787430198e-02
1.416666666666666741e+00	-4.377576081720162965e-03
1.433333333333333348e+00	1.259302432993641627e-02
1.450000000000000178e+00	1.106402644381854206e-02
