Time_us	Received_Longitudinal
0.000000000000000000e+00	1.327208105978125441e-02
1.666666666666666644e-02	-1.033243000996642187e-02
3.333333333333333287e-02	-4.385079107772258539e-02
4.999999999999999584e-02	3.803087716339236674e-02
6.666666666666666574e-02	-3.487673422524972117e-02
8.333333333333334259e-02	-1.713337218016891886e-02
9.999999999999999167e-02	-1.050248957677435771e-02
1.166666666666666685e-01	6.385392433408762503e-02
1.333333333333333315e-01	1.487314349743442017e-02
1.499999999999999944e-01	4.778787414811370288e-02
1.666666666666666852e-01	7.355156826706112268e-03
1.833333333333333204e-01	-1.186486825591812760e-02
1.999999999999999833e-01	-1.592501429617631734e-02
2.166666666666666741e-01	-1.181398200793668972e-03
2.333333333333333370e-01	1.002887310091663681e-02
2.500000000000000000e-01	-6.323242484701696586e-02
2.666666666666666630e-01	2.174131671113924136e-03
2.833333333333333814e-01	2.499807233658941225e-02
2.999999999999999889e-01	7.130123711935869302e-02
3.166666666666666519e-01	-8.699964071677383781e-02
3.333333333333333703e-01	-6.489320639783036082e-02
3.499999999999999778e-01	-1.127043064918889365e-01
3.666666666666666408e-01	1.901881965252037732e-02
3.833333333333333592e-01	-6.229699178031749066e-03
3.999999999999999667e-01	-4.309289200969138728e-02
4.166666666666666852e-01	1.982155029455250073e-02
4.333333333333333481e-01	3.128784853179945435e-03
4.500000000000000111e-01	-2.905736655181938993e-02
4.666666666666666741e-01	-1.815324018586639623e-02
4.833333333333332815e-01	2.069813154517539597e-02
5.000000000000000000e-01	-2.822662854316231452e-04
5.166666666666666075e-01	-9.158060332520823188e-02
5.333333333333333259e-01	-1.448574005713634469e-02
5.500000000000000444e-01	-5.685376476602842927e-02
5.666666666666667629e-01	-2.284838931937423906e-02
5.833333333333333703e-01	6.687016655423827678e-03
5.999999999999999778e-01	-4.826060702016786441e-02
6.166666666666666963e-01	1.279269948837231594e-02
6.333333333333333037e-01	-1.945269671106272108e-02
6.500000000000000222e-01	7.317303209610576988e-03
6.666666666666667407e-01	-6.260321891289734320e-02
6.833333333333333481e-01	-3.106088742524836660e-02
6.999999999999999556e-01	2.447367316781695265e-03
7.166666666666666741e-01	-1.448751658402186795e-02
7.333333333333332815e-01	-6.852258809972779086e-02
7.500000000000000000e-01	1.789998822126464238e-03
7.666666666666667185e-01	6.586491496209519181e-02
7.833333333333334370e-01	-5.916380935303119926e-02
7.999999999999999334e-01	1.200733634598932439e-02
8.166666666666666519e-01	1.414667001220281002e-02
8.333333333333333703e-01	-2.665023579414694394e-02
8.499999999999999778e-01	-4.895177653942614504e-02
8.666666666666666963e-01	2.023183523460309052e-02
8.833333333333334147e-01	-2.827215531655449116e-02
9.000000000000000222e-01	-3.017906048419754725e-02
9.166666666666666297e-01	-5.042483756107460358e-02
9.333333333333333481e-01	-6.484441850520641405e-03
9.499999999999999556e-01	5.842237543158017299e-02
9.666666666666665630e-01	-2.308381223139602690e-03
9.833333333333333925e-01	8.890264916882378854e-02
1.000000000000000000e+00	1.357044661156865759e-03
1.016666666666666829e+00	-7.382659384070240638e-02
1.033333333333333215e+00	-7.344070788847184561e-02
1.050000000000000044e+00	-6.846670699168631857e-02
1.066666666666666652e+00	-3.520053563418243381e-02
1.083333333333333259e+00	-3.593130918621358777e-02
1.100000000000000089e+00	-3.889768429810427225e-02
1.116666666666666696e+00	-1.750683291151546028e-02
1.133333333333333526e+00	-9.657974000485573807e-02
1.149999999999999911e+00	1.776239642118189813e-02
1.166666666666666741e+00	4.379357178289559199e-02
1.183333333333333348e+00	-3.268757953953783935e-02
1.199999999999999956e+00	-5.528700235294256408e-03
1.216666666666666785e+00	7.403829899835934203e-02
1.233333333333333393e+00	9.780362142200378639e-02
1.250000000000000000e+00	1.065278759440260563e-02
1.266666666666666607e+00	-1.110237512924223090e-02
1.283333333333333215e+00	1.054403530152723352e-03
1.300000000000000044e+00	-3.885922262010355240e-03
1.316666666666666652e+00	-3.381692192675259806e-02
1.333333333333333481e+00	-1.603159648626316727e-02
1.350000000000000089e+00	8.532567849349109723e-03
1.366666666666666696e+00	1.683337882388720452e-02
1.383333333333333304e+00	4.202639007205167393e-02
1.399999999999999911e+00	-1.069945710281064097e-02
1.416666666666666741e+00	-5.769597058653379990e-02
1.433333333333333348e+00	-1.714916238104566282e-02
1.450000000000000178e+00	-5.933625717851037651e-02
1.466666666666666563e+00	8.237867558731040707e-02
1.483333333333333393e+00	-3.194963225429549303e-02
1.500000000000000000e+00	-3.320098510338072295e-02
1.516666666666666607e+00	-7.170126006347395109e-02
1.533333333333333437e+00	-4.143072320944309050e-02
1.550000000000000044e+00	-8.519486851424075413e-02
1.566666666666666874e+00	-2.306442556488132178e-02
1.583333333333333259e+00	-1.353417964047800605e-02
1.599999999999999867e+00	7.087330523339713251e-02
1.616666666666666696e+00	-3.401331882516799021e-02
1.633333333333333304e+00	-1.316213229709967299e-03
1.650000000000000133e+00	-4.156547090112464732e-02
1.666666666666666741e+00	-1.501829446729084291e-02
1.683333333333333348e+00	-2.710414277192878599e-02
1.699999999999999956e+00	3.646267186128802212e-02
1.716666666666666563e+00	3.018238601575898641e-02
1.733333333333333393e+00	-2.565702358201105149e-02
1.750000000000000000e+00	-7.642021584828403991e-02
1.766666666666666829e+00	1.578594958909495041e-02
1.783333333333333437e+00	5.135854020102525314e-02
1.800000000000000044e+00	1.038908534185137567e-01
1.816666666666666652e+00	1.410396049292017388e-02
1.833333333333333259e+00	1.576753972884709781e-02
1.850000000000000089e+00	2.170118222073154357e-02
1.866666666666666696e+00	2.870467194002843114e-03
1.883333333333333526e+00	-1.691221260537899979e-02
1.899999999999999911e+00	7.859071440990876567e-02
1.916666666666666741e+00	6.641037805741406563e-02
1.933333333333333126e+00	3.605544185285124853e-02
1.949999999999999956e+00	-2.484601225954225986e-02
1.966666666666666785e+00	1.103859144236502277e-01
1.983333333333333615e+00	3.237594050483490887e-02
2.000000000000000000e+00	1.165265383866658476e-02
2.016666666666666607e+00	5.519332889700643945e-03
2.033333333333333659e+00	8.038541435107734740e-04
2.049999999999999822e+00	2.066295229210114107e-03
2.066666666666666430e+00	2.770776616871864842e-02
2.083333333333333481e+00	-7.241014773067772081e-02
2.100000000000000089e+00	-4.091423925576952170e-02
2.116666666666666696e+00	-2.166088719400154419e-02
2.133333333333333304e+00	-6.986882317943539367e-03
2.150000000000000355e+00	1.411377907857174797e-02
2.166666666666666519e+00	-1.853597743857641686e-02
2.183333333333333126e+00	-6.999454134210955636e-02
2.200000000000000178e+00	1.699613705688306220e-02
2.216666666666666785e+00	1.499743830862531116e-02
2.233333333333333393e+00	-2.159472599851135557e-02
2.250000000000000000e+00	-6.766611532078997682e-02
2.266666666666667052e+00	3.727915003575977410e-02
2.283333333333333215e+00	-2.939705831314592607e-02
2.299999999999999822e+00	1.271542536866849919e-02
2.316666666666666874e+00	-1.740826452482481176e-02
2.333333333333333481e+00	1.689362469855950830e-02
2.350000000000000089e+00	-1.226525761044652309e-02
2.366666666666666696e+00	-2.051775574381943870e-02
2.383333333333333304e+00	2.271764227424118154e-02
2.399999999999999911e+00	1.855337582368389582e-02
2.416666666666666519e+00	6.985178763634677934e-03
2.433333333333333570e+00	-7.507799262417580617e-03
2.450000000000000178e+00	-1.705303591447059758e-02
2.466666666666666785e+00	-4.180803574026621672e-02
2.483333333333333393e+00	-1.764130876575713963e-02
2.500000000000000000e+00	-5.082351035016102574e-03
2.516666666666666607e+00	-1.852247316717860887e-02
2.533333333333333215e+00	-3.623552273220992381e-02
2.550000000000000266e+00	-9.530728040828188516e-03
2.566666666666666430e+00	1.860841709135836394e-02
2.583333333333333481e+00	9.302198040973989196e-03
2.600000000000000089e+00	3.464324216796046269e-02
2.616666666666666696e+00	-1.260902106346610194e-02
2.633333333333333304e+00	-5.566866534592718185e-02
2.649999999999999911e+00	8.944170016301541265e-03
2.666666666666666963e+00	-5.237544916055647537e-02
2.683333333333333126e+00	2.872663586590937929e-02
2.700000000000000178e+00	-5.979269431956536762e-02
2.716666666666666785e+00	7.328777740120018952e-03
