Time_us	Received_Shear
0.000000000000000000e+00	4.332262844305481350e-03
1.666666666666666644e-02	-5.278301404943873398e-02
3.333333333333333287e-02	-5.691624827127010622e-02
4.999999999999999584e-02	-2.716401769665546459e-02
6.666666666666666574e-02	-1.635819772207260103e-02
8.333333333333334259e-02	4.610841771269891948e-02
9.999999999999999167e-02	-1.490900647187403012e-02
1.166666666666666685e-01	-1.029307716310072160e-02
1.333333333333333315e-01	-8.256648078076158498e-03
1.499999999999999944e-01	-2.586083514579248441e-02
1.666666666666666852e-01	3.364763200136317023e-02
1.833333333333333204e-01	5.181432720799850761e-02
1.999999999999999833e-01	1.115161385136641606e-02
2.166666666666666741e-01	5.862919149106048111e-02
2.333333333333333370e-01	3.548510143646912973e-02
2.500000000000000000e-01	-1.397829105925295357e-02
2.666666666666666630e-01	5.336624651366260290e-03
2.833333333333333814e-01	7.238730612939003883e-02
2.999999999999999889e-01	-7.336982480371034843e-02
3.166666666666666519e-01	4.946421704777272024e-04
3.333333333333333703e-01	-4.134231684601460260e-02
3.499999999999999778e-01	3.056479441991655915e-02
3.666666666666666408e-01	4.792155514439274538e-02
3.833333333333333592e-01	-4.716037122102646317e-04
3.999999999999999667e-01	-5.990039254016337605e-02
4.166666666666666852e-01	6.425809015272390332e-03
4.333333333333333481e-01	-1.041019675899337305e-01
4.500000000000000111e-01	-4.649950925051332673e-02
4.666666666666666741e-01	7.063358139104546074e-02
4.833333333333332815e-01	-5.076724446126718721e-02
5.000000000000000000e-01	-3.614319455693113838e-03
5.166666666666666075e-01	2.181625722502854650e-02
5.333333333333333259e-01	6.731834309704386177e-02
5.500000000000000444e-01	2.091295502167111672e-02
5.666666666666667629e-01	2.937234102591855869e-02
5.833333333333333703e-01	1.109850083098581734e-02
5.999999999999999778e-01	-6.027955796554506154e-03
6.166666666666666963e-01	1.321842436458853416e-02
6.333333333333333037e-01	-1.669987562989065297e-02
6.500000000000000222e-01	5.997687981212311732e-03
6.666666666666667407e-01	-6.698513444719739196e-02
6.833333333333333481e-01	-5.451685043240970391e-02
6.999999999999999556e-01	5.985604113156176541e-03
7.166666666666666741e-01	4.904597968771927385e-02
7.333333333333332815e-01	7.849871099751433434e-02
7.500000000000000000e-01	-4.442883694853330678e-02
7.666666666666667185e-01	-5.148825240940618254e-03
7.833333333333334370e-01	3.480883786134153501e-02
7.999999999999999334e-01	2.735362583086738825e-02
8.166666666666666519e-01	4.087078081336075613e-02
8.333333333333333703e-01	-6.462144724667027995e-02
8.499999999999999778e-01	3.164479269628602681e-02
8.666666666666666963e-01	2.990471571898854850e-03
8.833333333333334147e-01	6.470384670575951569e-02
9.000000000000000222e-01	7.645369153435967223e-04
9.166666666666666297e-01	2.017939962137070206e-02
9.333333333333333481e-01	3.183553397448182776e-02
9.499999999999999556e-01	2.320377080836494277e-04
9.666666666666665630e-01	-4.685808515153212089e-02
9.833333333333333925e-01	6.321424882344908909e-03
1.000000000000000000e+00	1.973860477169332717e-02
