Time_us	Received_Longitudinal
0.000000000000000000e+00	-7.056787473418734899e-03
1.666666666666666644e-02	1.654616472977956526e-03
3.333333333333333287e-02	5.774055955542879703e-02
4.999999999999999584e-02	-4.777902647595548558e-02
6.666666666666666574e-02	-6.457861876427116454e-02
8.333333333333334259e-02	-7.995964724803396317e-02
9.999999999999999167e-02	-6.235312155062783246e-02
1.166666666666666685e-01	-5.237511086692672735e-02
1.333333333333333315e-01	-3.875450453642063919e-03
1.499999999999999944e-01	3.123924747419298126e-02
1.666666666666666852e-01	6.880986424038942895e-02
1.833333333333333204e-01	1.487103976910724434e-01
1.999999999999999833e-01	2.121874596810285618e-01
2.166666666666666741e-01	1.488821255638797803e-01
2.333333333333333370e-01	1.415361488317341543e-01
2.500000000000000000e-01	-2.435309841272920856e-02
2.666666666666666630e-01	-9.889003677095833944e-02
2.833333333333333814e-01	-1.276699998177619755e-01
2.999999999999999889e-01	-2.182832538952368673e-01
3.166666666666666519e-01	-2.558284188671088311e-01
3.333333333333333703e-01	-6.414182299787195285e-02
3.499999999999999778e-01	-6.196081975073026993e-02
3.666666666666666408e-01	-1.148334326445584787e-02
3.833333333333333592e-01	3.924634573260200876e-02
3.999999999999999667e-01	1.221379258718934269e-01
4.166666666666666852e-01	8.291457867568526041e-02
4.333333333333333481e-01	7.046694735791803055e-02
4.500000000000000111e-01	9.487360867155875122e-02
4.666666666666666741e-01	6.731964068717331828e-02
4.833333333333332815e-01	-9.784736154834238787e-04
5.000000000000000000e-01	-7.240618459873295054e-02
5.166666666666666075e-01	2.100925002028070088e-02
5.333333333333333259e-01	6.550533347888277957e-03
5.500000000000000444e-01	-9.901117971403941564e-02
5.666666666666667629e-01	-5.269667573150343259e-02
5.833333333333333703e-01	5.840920390823971589e-03
5.999999999999999778e-01	3.451941683776742903e-02
6.166666666666666963e-01	2.556325787122034829e-02
6.333333333333333037e-01	-4.618165615864500140e-02
6.500000000000000222e-01	-8.591702265463088684e-03
6.666666666666667407e-01	5.173373758700554326e-02
6.833333333333333481e-01	-3.996099476377749232e-03
6.999999999999999556e-01	-2.388474620292687506e-02
7.166666666666666741e-01	-7.513824554848780313e-02
7.333333333333332815e-01	2.204098835353865415e-02
7.500000000000000000e-01	-3.189773177853230321e-03
7.666666666666667185e-01	-6.239404835039345787e-02
7.833333333333334370e-01	-7.291314048587137220e-02
7.999999999999999334e-01	-3.823717389924576743e-02
8.166666666666666519e-01	1.193122318038928112e-02
8.333333333333333703e-01	-4.283319495345501438e-02
8.499999999999999778e-01	-1.088654420375516352e-02
8.666666666666666963e-01	-3.537998012977328077e-02
8.833333333333334147e-01	5.521718709344544673e-02
9.000000000000000222e-01	4.094034929688972896e-02
9.166666666666666297e-01	9.542339731495890279e-03
9.333333333333333481e-01	-2.613037867912082392e-03
9.499999999999999556e-01	-6.280627809783737026e-02
9.666666666666665630e-01	-2.881475087257801340e-02
9.833333333333333925e-01	1.156202609875127754e-02
1.000000000000000000e+00	-4.392325438424273323e-03
1.016666666666666829e+00	2.604558894053090982e-03
1.033333333333333215e+00	-4.386369084952566888e-03
1.050000000000000044e+00	3.576960259622465055e-02
1.066666666666666652e+00	-4.465698990849985284e-02
1.083333333333333259e+00	-3.410777645687480125e-02
1.100000000000000089e+00	-2.939545036611968237e-03
1.116666666666666696e+00	1.689637196023719215e-02
1.133333333333333526e+00	-5.648564234343325663e-02
1.149999999999999911e+00	-5.071622883443253904e-02
1.166666666666666741e+00	2.797226394639978019e-04
1.183333333333333348e+00	7.025364547743627452e-02
1.199999999999999956e+00	-2.338759675344140136e-03
1.216666666666666785e+00	-7.380753609251435206e-03
1.233333333333333393e+00	3.959446701204458186e-02
1.250000000000000000e+00	1.977792867980883700e-03
1.266666666666666607e+00	4.670979430213841044e-02
1.283333333333333215e+00	3.451507867253282569e-02
1.300000000000000044e+00	1.931665110365223198e-03
1.316666666666666652e+00	-2.257935861193988928e-03
1.333333333333333481e+00	-3.339965732958078640e-03
1.350000000000000089e+00	4.887019628711620350e-02
1.366666666666666696e+00	-2.494831425922708866e-03
1.383333333333333304e+00	4.713656360369206100e-02
1.399999999999999911e+00	1.535680469571085865e-02
1.416666666666666741e+00	-3.586806269381929979e-02
1.433333333333333348e+00	-3.911014410914111922e-02
1.450000000000000178e+00	-4.482921330323749037e-02
1.466666666666666563e+00	-4.631761325112159280e-03
1.483333333333333393e+00	-8.085026960539407059e-03
1.500000000000000000e+00	4.843606485124730618e-03
