Time_us	Received_Shear
0.000000000000000000e+00	-6.532045240131251207e-02
1.666666666666666644e-02	2.315449548381330602e-02
3.333333333333333287e-02	4.269609994603415504e-02
4.999999999999999584e-02	-9.709471583442213713e-03
6.666666666666666574e-02	1.405281146518740087e-02
8.333333333333334259e-02	-1.218568808770295886e-01
9.999999999999999167e-02	-3.622775248466376941e-02
1.166666666666666685e-01	-1.096512851028112329e-01
1.333333333333333315e-01	-4.937159916995483011e-02
1.499999999999999944e-01	-1.063212594350065460e-01
1.666666666666666852e-01	3.974863343747379874e-02
1.833333333333333204e-01	1.051348736306890047e-01
1.999999999999999833e-01	1.185871718074398701e-01
2.166666666666666741e-01	1.666430587147881281e-01
2.333333333333333370e-01	1.275436791750753363e-01
2.500000000000000000e-01	1.011075727064167928e-01
2.666666666666666630e-01	2.266848946063883263e-02
2.833333333333333814e-01	-2.675818733804844959e-03
2.999999999999999889e-01	-1.057803778030910746e-01
3.166666666666666519e-01	-8.712972871236510097e-02
3.333333333333333703e-01	-1.408897490364443283e-01
3.499999999999999778e-01	-9.277009117871896915e-02
3.666666666666666408e-01	-1.080962378948292779e-02
3.833333333333333592e-01	-5.338730927827906730e-02
3.999999999999999667e-01	-1.715319490043982001e-02
4.166666666666666852e-01	-2.416533301988145477e-02
4.333333333333333481e-01	5.999238356081974116e-02
4.500000000000000111e-01	6.690454466932449495e-02
4.666666666666666741e-01	8.520629659701416114e-02
4.833333333333332815e-01	9.548132615497445519e-02
5.000000000000000000e-01	7.252015438514877732e-02
5.166666666666666075e-01	-3.374369653216252249e-03
5.333333333333333259e-01	-5.808745379263920150e-02
5.500000000000000444e-01	-6.360771844984854095e-03
5.666666666666667629e-01	-9.582789402071123508e-02
5.833333333333333703e-01	-6.017516914894220637e-02
5.999999999999999778e-01	-9.272565361010016993e-04
6.166666666666666963e-01	5.975010780105699526e-02
6.333333333333333037e-01	-4.073689243840266511e-02
6.500000000000000222e-01	4.868880244595162610e-02
6.666666666666667407e-01	6.521586876732976545e-02
6.833333333333333481e-01	-4.253123058609694501e-03
6.999999999999999556e-01	9.876447454581844393e-03
7.166666666666666741e-01	2.284120599747634789e-02
7.333333333333332815e-01	1.558042648520231374e-02
7.500000000000000000e-01	2.024972868927553404e-02
7.666666666666667185e-01	-6.151487290891571869e-02
7.833333333333334370e-01	7.462968828976067337e-02
7.999999999999999334e-01	3.245089550634364800e-02
8.166666666666666519e-01	-8.052974449953941016e-02
8.333333333333333703e-01	4.541033114979659696e-02
8.499999999999999778e-01	-3.841894872068357669e-02
8.666666666666666963e-01	1.010234496512997515e-01
8.833333333333334147e-01	4.408072769090110032e-03
9.000000000000000222e-01	-6.901929024655488465e-02
9.166666666666666297e-01	-3.320391059610326712e-02
9.333333333333333481e-01	7.819046862038050993e-02
9.499999999999999556e-01	-2.710123144991204852e-02
9.666666666666665630e-01	-2.750966882545421294e-02
9.833333333333333925e-01	2.729281302859772398e-02
1.000000000000000000e+00	-5.301846157199399667e-02
1.016666666666666829e+00	-8.312211380725337013e-04
1.033333333333333215e+00	1.450959541260806417e-02
1.050000000000000044e+00	1.563231659670024851e-02
1.066666666666666652e+00	-1.623642419510997609e-02
1.083333333333333259e+00	-4.101348067178985091e-02
1.100000000000000089e+00	-9.878383305594200248e-02
1.116666666666666696e+00	5.030007319634319241e-02
1.133333333333333526e+00	6.819014072090880119e-03
1.149999999999999911e+00	2.682405218561294616e-02
1.166666666666666741e+00	9.632012320059708810e-02
1.183333333333333348e+00	-1.451923144903331450e-02
1.199999999999999956e+00	3.787630558845696271e-02
1.216666666666666785e+00	2.563506172334653610e-02
1.233333333333333393e+00	-5.842597922517256404e-02
1.250000000000000000e+00	-6.341764020664177048e-02
1.266666666666666607e+00	1.571470103573460730e-02
1.283333333333333215e+00	4.978544014944629413e-03
1.300000000000000044e+00	3.053838186121804466e-02
1.316666666666666652e+00	-3.323875101852360320e-02
1.333333333333333481e+00	-1.535405584875698497e-02
1.350000000000000089e+00	-3.607799575517948998e-02
1.366666666666666696e+00	2.402911777730121212e-02
1.383333333333333304e+00	-2.951014249279236210e-02
1.399999999999999911e+00	3.708037375244631340e-02
1.416666666666666741e+00	-5.467451645528178562e-03
1.433333333333333348e+00	-3.236323785679266074e-05
1.450000000000000178e+00	4.177041921619241427e-02
1.466666666666666563e+00	1.589269244890754995e-02
1.483333333333333393e+00	-4.829646513387698958e-02
1.500000000000000000e+00	4.946581582553243039e-02
1.516666666666666607e+00	6.382898117210648870e-02
1.533333333333333437e+00	6.385370404259506361e-02
1.550000000000000044e+00	-4.314373595743289241e-02
1.566666666666666874e+00	2.077534582796623092e-02
1.583333333333333259e+00	7.265740032228415468e-02
1.599999999999999867e+00	-1.546380469453368690e-02
1.616666666666666696e+00	-2.989206598346399318e-02
1.633333333333333304e+00	-3.567923670515988493e-02
1.650000000000000133e+00	7.004176849838811281e-02
1.666666666666666741e+00	2.991192585337187210e-02
1.683333333333333348e+00	-6.000622986140355386e-02
1.699999999999999956e+00	-6.691821051265578468e-02
1.716666666666666563e+00	-1.972170308776070163e-02
1.733333333333333393e+00	-3.038107103400441641e-02
1.750000000000000000e+00	-1.900610222130157470e-02
1.766666666666666829e+00	1.440881079035361998e-03
1.783333333333333437e+00	6.059334981126037606e-02
1.800000000000000044e+00	3.049823875451352848e-02
1.816666666666666652e+00	5.426740442315596685e-02
1.833333333333333259e+00	-1.019702617322438762e-02
1.850000000000000089e+00	-1.094781778720477911e-02
1.866666666666666696e+00	-3.244853413308704769e-03
1.883333333333333526e+00	-1.107438664016804214e-02
1.899999999999999911e+00	2.371573718105929665e-02
1.916666666666666741e+00	-1.852887054746248791e-02
1.933333333333333126e+00	2.208478888198850670e-03
1.949999999999999956e+00	5.284151667585080397e-02
1.966666666666666785e+00	6.921052549965288347e-02
1.983333333333333615e+00	-2.223261923877724658e-02
2.000000000000000000e+00	1.145550136601711788e-01
2.016666666666666607e+00	-4.369159682032512648e-02
2.033333333333333659e+00	-2.043041230788466352e-04
2.049999999999999822e+00	7.631926892711282662e-02
2.066666666666666430e+00	-3.693719588463102027e-02
2.083333333333333481e+00	6.812598634889432264e-03
2.100000000000000089e+00	7.226198176713806431e-02
2.116666666666666696e+00	-1.478283626119668466e-02
2.133333333333333304e+00	-4.502562450798960891e-02
2.150000000000000355e+00	-3.092031483125816729e-02
2.166666666666666519e+00	3.281763128516801842e-03
2.183333333333333126e+00	1.455424619884952697e-02
2.200000000000000178e+00	1.144741399026538847e-01
2.216666666666666785e+00	-1.894454985999851487e-02
