Time_us	Received_Shear
0.000000000000000000e+00	-6.981844964935188247e-02
1.666666666666666644e-02	1.232244644668513411e-02
3.333333333333333287e-02	-1.007467411527303638e-02
4.999999999999999584e-02	-8.296357642058550808e-02
6.666666666666666574e-02	1.635809521096033906e-02
8.333333333333334259e-02	-4.524731953560784392e-02
9.999999999999999167e-02	1.352256414111435018e-02
1.166666666666666685e-01	-3.546919188640568384e-03
1.333333333333333315e-01	1.392896473946566779e-02
1.499999999999999944e-01	-1.331405624410814809e-02
1.666666666666666852e-01	-6.334174947451096105e-02
1.833333333333333204e-01	-5.217289346533705852e-02
1.999999999999999833e-01	-1.136101225302423023e-01
2.166666666666666741e-01	-1.260355467059451617e-01
2.333333333333333370e-01	-9.584820781363569131e-02
2.500000000000000000e-01	-1.677489456461786210e-01
2.666666666666666630e-01	2.346089753631491748e-02
2.833333333333333814e-01	-1.744941260888225459e-02
2.999999999999999889e-01	4.935281258564823414e-02
3.166666666666666519e-01	3.766655340778048838e-02
3.333333333333333703e-01	4.207383956989872720e-02
3.499999999999999778e-01	1.154052436642820367e-01
3.666666666666666408e-01	1.649093705759047124e-01
3.833333333333333592e-01	1.299082253549936894e-01
3.999999999999999667e-01	1.855274087212497591e-01
4.166666666666666852e-01	3.441742199524763790e-02
4.333333333333333481e-01	4.903749161980652804e-02
4.500000000000000111e-01	-5.559429161928467616e-02
4.666666666666666741e-01	-6.863282081165053561e-02
4.833333333333332815e-01	-9.342481144285472161e-02
5.000000000000000000e-01	-7.509580250361078124e-02
5.166666666666666075e-01	-1.001145330420867841e-01
5.333333333333333259e-01	-5.514819733196993368e-02
5.500000000000000444e-01	-1.373918386913305922e-01
5.666666666666667629e-01	-1.055677464029440016e-01
5.833333333333333703e-01	-8.153694930652927164e-02
5.999999999999999778e-01	-3.960186866180513687e-02
6.166666666666666963e-01	-3.413434669452249104e-02
6.333333333333333037e-01	6.740769170372398755e-02
6.500000000000000222e-01	8.990958722733485842e-02
6.666666666666667407e-01	5.699110041612488742e-02
6.833333333333333481e-01	6.168741036772619479e-02
6.999999999999999556e-01	7.248575664085708803e-02
