Time_us	Received_Shear
0.000000000000000000e+00	-7.935265751161153791e-02
1.666666666666666644e-02	5.516710831041193863e-02
3.333333333333333287e-02	-2.044478102336765024e-02
4.999999999999999584e-02	-2.841914796917850705e-02
6.666666666666666574e-02	-9.043073071676069330e-02
8.333333333333334259e-02	-9.845077260494521088e-02
9.999999999999999167e-02	-3.486868606261372266e-02
1.166666666666666685e-01	-4.965923239613681539e-02
1.333333333333333315e-01	1.242924764627660328e-01
1.499999999999999944e-01	5.868582229941571304e-02
1.666666666666666852e-01	2.270855033447461424e-01
1.833333333333333204e-01	2.305536110558065177e-01
1.999999999999999833e-01	1.885343859578710590e-01
2.166666666666666741e-01	1.450021859449552586e-01
2.333333333333333370e-01	-2.827468974457288814e-03
2.500000000000000000e-01	-5.683804611378100863e-02
2.666666666666666630e-01	-1.798204972323810547e-01
2.833333333333333814e-01	-2.023512600049222621e-01
2.999999999999999889e-01	-1.714589701493249296e-01
3.166666666666666519e-01	-2.000975165722716498e-01
3.333333333333333703e-01	-1.007675343186349715e-01
3.499999999999999778e-01	-2.858840482862708837e-02
3.666666666666666408e-01	1.570030114540011540e-02
3.833333333333333592e-01	1.214731172211291343e-01
3.999999999999999667e-01	1.750888989192624923e-01
4.166666666666666852e-01	1.547665465883241720e-01
4.333333333333333481e-01	3.176144256892733664e-02
4.500000000000000111e-01	6.096983899461817097e-02
4.666666666666666741e-01	8.942972879637790112e-03
4.833333333333332815e-01	-8.580871454640988383e-03
5.000000000000000000e-01	-3.448263540369174429e-02
5.166666666666666075e-01	-5.042296516831663855e-02
5.333333333333333259e-01	-9.236533277232912564e-02
5.500000000000000444e-01	-1.728880430334361895e-02
5.666666666666667629e-01	-5.577954047288015416e-02
5.833333333333333703e-01	-3.942213174524755032e-02
5.999999999999999778e-01	-1.221007194707041457e-02
6.166666666666666963e-01	4.518657361945177531e-04
6.333333333333333037e-01	2.634541685143092574e-02
6.500000000000000222e-01	4.759730244230066243e-02
6.666666666666667407e-01	6.227330598633569470e-02
6.833333333333333481e-01	3.044606727582171296e-02
6.999999999999999556e-01	2.645875724185432071e-02
7.166666666666666741e-01	-1.015941277572851402e-02
7.333333333333332815e-01	2.789489824087120623e-03
7.500000000000000000e-01	-6.430048636661880868e-02
7.666666666666667185e-01	-2.638177723323230361e-02
7.833333333333334370e-01	-5.265455431134430375e-02
7.999999999999999334e-01	-1.924761306995419544e-02
8.166666666666666519e-01	-7.240084967979204533e-03
8.333333333333333703e-01	2.475181357596712567e-02
8.499999999999999778e-01	-5.408729876185128238e-02
8.666666666666666963e-01	2.444172327437700576e-02
8.833333333333334147e-01	9.390283981489788018e-03
9.000000000000000222e-01	-1.805692612811783324e-02
9.166666666666666297e-01	-2.264846197419874418e-02
